EvaluationID,StudentID,FacultyID,EvaluationDate,Criterion,Score,ShowMarks,ImprovementNote
PRE-0016-2,STU-0016,FAC-005,2026-03-12,Visual design,46.6,No,Improve pacing and use one clearer real-world example.
PRE-0016-2,STU-0016,FAC-005,2026-03-12,Question handling,59.2,No,Improve pacing and use one clearer real-world example.
PRE-0016-3,STU-0016,FAC-005,2026-04-16,Content clarity,49.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0016-3,STU-0016,FAC-005,2026-04-16,Technical depth,60.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0016-3,STU-0016,FAC-005,2026-04-16,Delivery & confidence,66.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0016-3,STU-0016,FAC-005,2026-04-16,Visual design,54.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0016-3,STU-0016,FAC-005,2026-04-16,Question handling,57.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-1,STU-0017,FAC-006,2026-02-05,Content clarity,61.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-1,STU-0017,FAC-006,2026-02-05,Technical depth,56.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-1,STU-0017,FAC-006,2026-02-05,Delivery & confidence,70.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-1,STU-0017,FAC-006,2026-02-05,Visual design,72.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-1,STU-0017,FAC-006,2026-02-05,Question handling,57.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-2,STU-0017,FAC-006,2026-03-12,Content clarity,76.9,No,Improve pacing and use one clearer real-world example.
PRE-0017-2,STU-0017,FAC-006,2026-03-12,Technical depth,68.2,No,Improve pacing and use one clearer real-world example.
PRE-0017-2,STU-0017,FAC-006,2026-03-12,Delivery & confidence,70.2,No,Improve pacing and use one clearer real-world example.
PRE-0017-2,STU-0017,FAC-006,2026-03-12,Visual design,69.9,No,Improve pacing and use one clearer real-world example.
PRE-0017-2,STU-0017,FAC-006,2026-03-12,Question handling,77.3,No,Improve pacing and use one clearer real-world example.
PRE-0017-3,STU-0017,FAC-006,2026-04-16,Content clarity,52.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-3,STU-0017,FAC-006,2026-04-16,Technical depth,56.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-3,STU-0017,FAC-006,2026-04-16,Delivery & confidence,59.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-3,STU-0017,FAC-006,2026-04-16,Visual design,51.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0017-3,STU-0017,FAC-006,2026-04-16,Question handling,58.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-1,STU-0018,FAC-001,2026-02-05,Content clarity,91.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-1,STU-0018,FAC-001,2026-02-05,Technical depth,97.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-1,STU-0018,FAC-001,2026-02-05,Delivery & confidence,88.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-1,STU-0018,FAC-001,2026-02-05,Visual design,88.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-1,STU-0018,FAC-001,2026-02-05,Question handling,85.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-2,STU-0018,FAC-001,2026-03-12,Content clarity,68.7,No,Improve pacing and use one clearer real-world example.
PRE-0018-2,STU-0018,FAC-001,2026-03-12,Technical depth,77.7,No,Improve pacing and use one clearer real-world example.
PRE-0018-2,STU-0018,FAC-001,2026-03-12,Delivery & confidence,66.3,No,Improve pacing and use one clearer real-world example.
PRE-0018-2,STU-0018,FAC-001,2026-03-12,Visual design,81.7,No,Improve pacing and use one clearer real-world example.
PRE-0018-2,STU-0018,FAC-001,2026-03-12,Question handling,83.7,No,Improve pacing and use one clearer real-world example.
PRE-0018-3,STU-0018,FAC-001,2026-04-16,Content clarity,73.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-3,STU-0018,FAC-001,2026-04-16,Technical depth,59.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-3,STU-0018,FAC-001,2026-04-16,Delivery & confidence,66.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-3,STU-0018,FAC-001,2026-04-16,Visual design,62.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0018-3,STU-0018,FAC-001,2026-04-16,Question handling,73.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-1,STU-0019,FAC-002,2026-02-05,Content clarity,75.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-1,STU-0019,FAC-002,2026-02-05,Technical depth,79.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-1,STU-0019,FAC-002,2026-02-05,Delivery & confidence,86.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-1,STU-0019,FAC-002,2026-02-05,Visual design,72.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-1,STU-0019,FAC-002,2026-02-05,Question handling,84.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-2,STU-0019,FAC-002,2026-03-12,Content clarity,80.2,No,Improve pacing and use one clearer real-world example.
PRE-0019-2,STU-0019,FAC-002,2026-03-12,Technical depth,80.5,No,Improve pacing and use one clearer real-world example.
PRE-0019-2,STU-0019,FAC-002,2026-03-12,Delivery & confidence,89.4,No,Improve pacing and use one clearer real-world example.
PRE-0019-2,STU-0019,FAC-002,2026-03-12,Visual design,85.5,No,Improve pacing and use one clearer real-world example.
PRE-0019-2,STU-0019,FAC-002,2026-03-12,Question handling,72.4,No,Improve pacing and use one clearer real-world example.
PRE-0019-3,STU-0019,FAC-002,2026-04-16,Content clarity,67.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-3,STU-0019,FAC-002,2026-04-16,Technical depth,73.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-3,STU-0019,FAC-002,2026-04-16,Delivery & confidence,84.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-3,STU-0019,FAC-002,2026-04-16,Visual design,78.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0019-3,STU-0019,FAC-002,2026-04-16,Question handling,69.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-1,STU-0020,FAC-003,2026-02-05,Content clarity,76.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-1,STU-0020,FAC-003,2026-02-05,Technical depth,66.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-1,STU-0020,FAC-003,2026-02-05,Delivery & confidence,69.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-1,STU-0020,FAC-003,2026-02-05,Visual design,76.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-1,STU-0020,FAC-003,2026-02-05,Question handling,76.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-2,STU-0020,FAC-003,2026-03-12,Content clarity,38.2,No,Improve pacing and use one clearer real-world example.
PRE-0020-2,STU-0020,FAC-003,2026-03-12,Technical depth,45.5,No,Improve pacing and use one clearer real-world example.
PRE-0020-2,STU-0020,FAC-003,2026-03-12,Delivery & confidence,45.0,No,Improve pacing and use one clearer real-world example.
PRE-0020-2,STU-0020,FAC-003,2026-03-12,Visual design,53.6,No,Improve pacing and use one clearer real-world example.
PRE-0020-2,STU-0020,FAC-003,2026-03-12,Question handling,43.6,No,Improve pacing and use one clearer real-world example.
PRE-0020-3,STU-0020,FAC-003,2026-04-16,Content clarity,45.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-3,STU-0020,FAC-003,2026-04-16,Technical depth,57.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-3,STU-0020,FAC-003,2026-04-16,Delivery & confidence,50.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-3,STU-0020,FAC-003,2026-04-16,Visual design,48.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0020-3,STU-0020,FAC-003,2026-04-16,Question handling,53.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-1,STU-0021,FAC-004,2026-02-05,Content clarity,68.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-1,STU-0021,FAC-004,2026-02-05,Technical depth,76.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-1,STU-0021,FAC-004,2026-02-05,Delivery & confidence,67.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-1,STU-0021,FAC-004,2026-02-05,Visual design,79.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-1,STU-0021,FAC-004,2026-02-05,Question handling,72.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-2,STU-0021,FAC-004,2026-03-12,Content clarity,94.2,No,Improve pacing and use one clearer real-world example.
PRE-0021-2,STU-0021,FAC-004,2026-03-12,Technical depth,86.0,No,Improve pacing and use one clearer real-world example.
PRE-0021-2,STU-0021,FAC-004,2026-03-12,Delivery & confidence,79.4,No,Improve pacing and use one clearer real-world example.
PRE-0021-2,STU-0021,FAC-004,2026-03-12,Visual design,86.1,No,Improve pacing and use one clearer real-world example.
PRE-0021-2,STU-0021,FAC-004,2026-03-12,Question handling,83.2,No,Improve pacing and use one clearer real-world example.
PRE-0021-3,STU-0021,FAC-004,2026-04-16,Content clarity,83.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-3,STU-0021,FAC-004,2026-04-16,Technical depth,72.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-3,STU-0021,FAC-004,2026-04-16,Delivery & confidence,87.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-3,STU-0021,FAC-004,2026-04-16,Visual design,72.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0021-3,STU-0021,FAC-004,2026-04-16,Question handling,77.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-1,STU-0022,FAC-005,2026-02-05,Content clarity,66.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-1,STU-0022,FAC-005,2026-02-05,Technical depth,71.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-1,STU-0022,FAC-005,2026-02-05,Delivery & confidence,75.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-1,STU-0022,FAC-005,2026-02-05,Visual design,79.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-1,STU-0022,FAC-005,2026-02-05,Question handling,60.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-2,STU-0022,FAC-005,2026-03-12,Content clarity,81.3,No,Improve pacing and use one clearer real-world example.
PRE-0022-2,STU-0022,FAC-005,2026-03-12,Technical depth,68.4,No,Improve pacing and use one clearer real-world example.
PRE-0022-2,STU-0022,FAC-005,2026-03-12,Delivery & confidence,70.4,No,Improve pacing and use one clearer real-world example.
PRE-0022-2,STU-0022,FAC-005,2026-03-12,Visual design,75.3,No,Improve pacing and use one clearer real-world example.
PRE-0022-2,STU-0022,FAC-005,2026-03-12,Question handling,80.7,No,Improve pacing and use one clearer real-world example.
PRE-0022-3,STU-0022,FAC-005,2026-04-16,Content clarity,74.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-3,STU-0022,FAC-005,2026-04-16,Technical depth,77.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-3,STU-0022,FAC-005,2026-04-16,Delivery & confidence,70.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-3,STU-0022,FAC-005,2026-04-16,Visual design,60.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0022-3,STU-0022,FAC-005,2026-04-16,Question handling,70.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-1,STU-0023,FAC-006,2026-02-05,Content clarity,91.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-1,STU-0023,FAC-006,2026-02-05,Technical depth,84.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-1,STU-0023,FAC-006,2026-02-05,Delivery & confidence,83.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-1,STU-0023,FAC-006,2026-02-05,Visual design,92.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-1,STU-0023,FAC-006,2026-02-05,Question handling,91.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-2,STU-0023,FAC-006,2026-03-12,Content clarity,70.9,No,Improve pacing and use one clearer real-world example.
PRE-0023-2,STU-0023,FAC-006,2026-03-12,Technical depth,68.6,No,Improve pacing and use one clearer real-world example.
PRE-0023-2,STU-0023,FAC-006,2026-03-12,Delivery & confidence,71.1,No,Improve pacing and use one clearer real-world example.
PRE-0023-2,STU-0023,FAC-006,2026-03-12,Visual design,60.7,No,Improve pacing and use one clearer real-world example.
PRE-0023-2,STU-0023,FAC-006,2026-03-12,Question handling,65.8,No,Improve pacing and use one clearer real-world example.
PRE-0023-3,STU-0023,FAC-006,2026-04-16,Content clarity,75.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-3,STU-0023,FAC-006,2026-04-16,Technical depth,74.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-3,STU-0023,FAC-006,2026-04-16,Delivery & confidence,76.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-3,STU-0023,FAC-006,2026-04-16,Visual design,74.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0023-3,STU-0023,FAC-006,2026-04-16,Question handling,76.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-1,STU-0024,FAC-001,2026-02-05,Content clarity,76.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-1,STU-0024,FAC-001,2026-02-05,Technical depth,72.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-1,STU-0024,FAC-001,2026-02-05,Delivery & confidence,72.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-1,STU-0024,FAC-001,2026-02-05,Visual design,63.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-1,STU-0024,FAC-001,2026-02-05,Question handling,79.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-2,STU-0024,FAC-001,2026-03-12,Content clarity,66.4,No,Improve pacing and use one clearer real-world example.
PRE-0024-2,STU-0024,FAC-001,2026-03-12,Technical depth,66.1,No,Improve pacing and use one clearer real-world example.
PRE-0024-2,STU-0024,FAC-001,2026-03-12,Delivery & confidence,67.3,No,Improve pacing and use one clearer real-world example.
PRE-0024-2,STU-0024,FAC-001,2026-03-12,Visual design,70.8,No,Improve pacing and use one clearer real-world example.
PRE-0024-2,STU-0024,FAC-001,2026-03-12,Question handling,63.1,No,Improve pacing and use one clearer real-world example.
PRE-0024-3,STU-0024,FAC-001,2026-04-16,Content clarity,68.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-3,STU-0024,FAC-001,2026-04-16,Technical depth,58.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-3,STU-0024,FAC-001,2026-04-16,Delivery & confidence,52.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-3,STU-0024,FAC-001,2026-04-16,Visual design,66.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0024-3,STU-0024,FAC-001,2026-04-16,Question handling,71.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-1,STU-0025,FAC-002,2026-02-05,Content clarity,86.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-1,STU-0025,FAC-002,2026-02-05,Technical depth,82.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-1,STU-0025,FAC-002,2026-02-05,Delivery & confidence,73.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-1,STU-0025,FAC-002,2026-02-05,Visual design,70.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-1,STU-0025,FAC-002,2026-02-05,Question handling,74.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-2,STU-0025,FAC-002,2026-03-12,Content clarity,59.0,No,Improve pacing and use one clearer real-world example.
PRE-0025-2,STU-0025,FAC-002,2026-03-12,Technical depth,49.8,No,Improve pacing and use one clearer real-world example.
PRE-0025-2,STU-0025,FAC-002,2026-03-12,Delivery & confidence,50.7,No,Improve pacing and use one clearer real-world example.
PRE-0025-2,STU-0025,FAC-002,2026-03-12,Visual design,50.8,No,Improve pacing and use one clearer real-world example.
PRE-0025-2,STU-0025,FAC-002,2026-03-12,Question handling,60.9,No,Improve pacing and use one clearer real-world example.
PRE-0025-3,STU-0025,FAC-002,2026-04-16,Content clarity,77.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-3,STU-0025,FAC-002,2026-04-16,Technical depth,68.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-3,STU-0025,FAC-002,2026-04-16,Delivery & confidence,64.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-3,STU-0025,FAC-002,2026-04-16,Visual design,74.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0025-3,STU-0025,FAC-002,2026-04-16,Question handling,80.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-1,STU-0026,FAC-003,2026-02-05,Content clarity,39.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-1,STU-0026,FAC-003,2026-02-05,Technical depth,50.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-1,STU-0026,FAC-003,2026-02-05,Delivery & confidence,50.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-1,STU-0026,FAC-003,2026-02-05,Visual design,44.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-1,STU-0026,FAC-003,2026-02-05,Question handling,42.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-2,STU-0026,FAC-003,2026-03-12,Content clarity,56.5,No,Improve pacing and use one clearer real-world example.
PRE-0026-2,STU-0026,FAC-003,2026-03-12,Technical depth,40.8,No,Improve pacing and use one clearer real-world example.
PRE-0026-2,STU-0026,FAC-003,2026-03-12,Delivery & confidence,54.6,No,Improve pacing and use one clearer real-world example.
PRE-0026-2,STU-0026,FAC-003,2026-03-12,Visual design,46.5,No,Improve pacing and use one clearer real-world example.
PRE-0026-2,STU-0026,FAC-003,2026-03-12,Question handling,50.2,No,Improve pacing and use one clearer real-world example.
PRE-0026-3,STU-0026,FAC-003,2026-04-16,Content clarity,46.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-3,STU-0026,FAC-003,2026-04-16,Technical depth,42.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-3,STU-0026,FAC-003,2026-04-16,Delivery & confidence,60.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-3,STU-0026,FAC-003,2026-04-16,Visual design,56.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0026-3,STU-0026,FAC-003,2026-04-16,Question handling,55.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-1,STU-0027,FAC-004,2026-02-05,Content clarity,67.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-1,STU-0027,FAC-004,2026-02-05,Technical depth,64.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-1,STU-0027,FAC-004,2026-02-05,Delivery & confidence,79.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-1,STU-0027,FAC-004,2026-02-05,Visual design,76.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-1,STU-0027,FAC-004,2026-02-05,Question handling,63.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-2,STU-0027,FAC-004,2026-03-12,Content clarity,91.6,No,Improve pacing and use one clearer real-world example.
PRE-0027-2,STU-0027,FAC-004,2026-03-12,Technical depth,86.0,No,Improve pacing and use one clearer real-world example.
PRE-0027-2,STU-0027,FAC-004,2026-03-12,Delivery & confidence,82.5,No,Improve pacing and use one clearer real-world example.
PRE-0027-2,STU-0027,FAC-004,2026-03-12,Visual design,85.9,No,Improve pacing and use one clearer real-world example.
PRE-0027-2,STU-0027,FAC-004,2026-03-12,Question handling,85.5,No,Improve pacing and use one clearer real-world example.
PRE-0027-3,STU-0027,FAC-004,2026-04-16,Content clarity,67.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-3,STU-0027,FAC-004,2026-04-16,Technical depth,69.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-3,STU-0027,FAC-004,2026-04-16,Delivery & confidence,73.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-3,STU-0027,FAC-004,2026-04-16,Visual design,73.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0027-3,STU-0027,FAC-004,2026-04-16,Question handling,68.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-1,STU-0028,FAC-005,2026-02-05,Content clarity,91.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-1,STU-0028,FAC-005,2026-02-05,Technical depth,78.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-1,STU-0028,FAC-005,2026-02-05,Delivery & confidence,93.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-1,STU-0028,FAC-005,2026-02-05,Visual design,79.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-1,STU-0028,FAC-005,2026-02-05,Question handling,92.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-2,STU-0028,FAC-005,2026-03-12,Content clarity,67.0,No,Improve pacing and use one clearer real-world example.
PRE-0028-2,STU-0028,FAC-005,2026-03-12,Technical depth,67.4,No,Improve pacing and use one clearer real-world example.
PRE-0028-2,STU-0028,FAC-005,2026-03-12,Delivery & confidence,85.2,No,Improve pacing and use one clearer real-world example.
PRE-0028-2,STU-0028,FAC-005,2026-03-12,Visual design,72.1,No,Improve pacing and use one clearer real-world example.
PRE-0028-2,STU-0028,FAC-005,2026-03-12,Question handling,80.8,No,Improve pacing and use one clearer real-world example.
PRE-0028-3,STU-0028,FAC-005,2026-04-16,Content clarity,78.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-3,STU-0028,FAC-005,2026-04-16,Technical depth,63.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-3,STU-0028,FAC-005,2026-04-16,Delivery & confidence,78.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-3,STU-0028,FAC-005,2026-04-16,Visual design,63.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0028-3,STU-0028,FAC-005,2026-04-16,Question handling,75.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-1,STU-0029,FAC-006,2026-02-05,Content clarity,80.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-1,STU-0029,FAC-006,2026-02-05,Technical depth,74.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-1,STU-0029,FAC-006,2026-02-05,Delivery & confidence,69.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-1,STU-0029,FAC-006,2026-02-05,Visual design,70.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-1,STU-0029,FAC-006,2026-02-05,Question handling,68.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-2,STU-0029,FAC-006,2026-03-12,Content clarity,82.6,No,Improve pacing and use one clearer real-world example.
PRE-0029-2,STU-0029,FAC-006,2026-03-12,Technical depth,78.7,No,Improve pacing and use one clearer real-world example.
PRE-0029-2,STU-0029,FAC-006,2026-03-12,Delivery & confidence,83.8,No,Improve pacing and use one clearer real-world example.
PRE-0029-2,STU-0029,FAC-006,2026-03-12,Visual design,80.2,No,Improve pacing and use one clearer real-world example.
PRE-0029-2,STU-0029,FAC-006,2026-03-12,Question handling,70.3,No,Improve pacing and use one clearer real-world example.
PRE-0029-3,STU-0029,FAC-006,2026-04-16,Content clarity,74.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-3,STU-0029,FAC-006,2026-04-16,Technical depth,56.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-3,STU-0029,FAC-006,2026-04-16,Delivery & confidence,65.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-3,STU-0029,FAC-006,2026-04-16,Visual design,73.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0029-3,STU-0029,FAC-006,2026-04-16,Question handling,59.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-1,STU-0030,FAC-001,2026-02-05,Content clarity,65.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-1,STU-0030,FAC-001,2026-02-05,Technical depth,83.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-1,STU-0030,FAC-001,2026-02-05,Delivery & confidence,81.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-1,STU-0030,FAC-001,2026-02-05,Visual design,80.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-1,STU-0030,FAC-001,2026-02-05,Question handling,64.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-2,STU-0030,FAC-001,2026-03-12,Content clarity,70.1,No,Improve pacing and use one clearer real-world example.
PRE-0030-2,STU-0030,FAC-001,2026-03-12,Technical depth,71.6,No,Improve pacing and use one clearer real-world example.
PRE-0030-2,STU-0030,FAC-001,2026-03-12,Delivery & confidence,65.7,No,Improve pacing and use one clearer real-world example.
PRE-0030-2,STU-0030,FAC-001,2026-03-12,Visual design,78.6,No,Improve pacing and use one clearer real-world example.
PRE-0030-2,STU-0030,FAC-001,2026-03-12,Question handling,63.4,No,Improve pacing and use one clearer real-world example.
PRE-0030-3,STU-0030,FAC-001,2026-04-16,Content clarity,70.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-3,STU-0030,FAC-001,2026-04-16,Technical depth,66.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-3,STU-0030,FAC-001,2026-04-16,Delivery & confidence,68.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-3,STU-0030,FAC-001,2026-04-16,Visual design,70.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0030-3,STU-0030,FAC-001,2026-04-16,Question handling,63.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-1,STU-0031,FAC-002,2026-02-05,Content clarity,59.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-1,STU-0031,FAC-002,2026-02-05,Technical depth,64.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-1,STU-0031,FAC-002,2026-02-05,Delivery & confidence,64.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-1,STU-0031,FAC-002,2026-02-05,Visual design,65.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-1,STU-0031,FAC-002,2026-02-05,Question handling,65.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-2,STU-0031,FAC-002,2026-03-12,Content clarity,78.3,No,Improve pacing and use one clearer real-world example.
PRE-0031-2,STU-0031,FAC-002,2026-03-12,Technical depth,72.8,No,Improve pacing and use one clearer real-world example.
PRE-0031-2,STU-0031,FAC-002,2026-03-12,Delivery & confidence,72.7,No,Improve pacing and use one clearer real-world example.
PRE-0031-2,STU-0031,FAC-002,2026-03-12,Visual design,76.6,No,Improve pacing and use one clearer real-world example.
PRE-0031-2,STU-0031,FAC-002,2026-03-12,Question handling,77.9,No,Improve pacing and use one clearer real-world example.
PRE-0031-3,STU-0031,FAC-002,2026-04-16,Content clarity,67.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-3,STU-0031,FAC-002,2026-04-16,Technical depth,55.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-3,STU-0031,FAC-002,2026-04-16,Delivery & confidence,67.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-3,STU-0031,FAC-002,2026-04-16,Visual design,57.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0031-3,STU-0031,FAC-002,2026-04-16,Question handling,51.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-1,STU-0032,FAC-003,2026-02-05,Content clarity,59.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0032-1,STU-0032,FAC-003,2026-02-05,Technical depth,53.9,Yes,Improve pacing and use one clearer real-world example.
